Hotel name,Hotel url,Number of reviews,Tripadvisor rating,Rating regarding other hotels in the same city,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
Center Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d10441489-Reviews-Center_Hostel-Budapest_Central_Hungary.html,9,4.0,4,100,5.0,40,2.0,0,1,0,1,0,0,1,1,0,0,1,0,1,7,0,7,100,168,64
Valentina Guesthouse,https://www.tripadvisor.com/Hotel_Review-g274887-d5971647-Reviews-Valentina_Guesthouse-Budapest_Central_Hungary.html,27,3.5,4,85.26316,4.3,78.88888800000001,3.9,0,1,0,0,0,0,0,1,0,0,0,0,1,12,2,10,100,402,146
Gregersen Art Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d8004028-Reviews-Gregersen_Art_Hostel-Budapest_Central_Hungary.html,22,4.0,4,93.33332999999999,4.7,84,4.2,0,1,0,0,0,0,1,1,0,0,0,0,1,13,3,10,100,111,36
Carpe Noctem Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2009060-Reviews-Carpe_Noctem_Hostel-Budapest_Central_Hungary.html,561,5.0,4,97.76823999999999,4.9,95.46296,4.8,0,1,0,1,0,0,0,1,0,0,0,0,0,11,2,9,100,170,60
Carpe Noctem Vitae,https://www.tripadvisor.com/Hotel_Review-g274887-d2227033-Reviews-Carpe_Noctem_Vitae-Budapest_Central_Hungary.html,"1,080",5.0,4,97.82408000000001,4.9,92.019004,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,5,100,298,94
Arena Camping - Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d2391409-Reviews-Arena_Camping_Budapest-Budapest_Central_Hungary.html,284,4.5,4,86,4.3,87.11111000000001,4.4,0,1,1,0,0,0,0,0,1,1,1,0,0,5,0,5,,,
Butterfly Home B&B,https://www.tripadvisor.com/Hotel_Review-g274887-d2181177-Reviews-Butterfly_Home_B_B-Budapest_Central_Hungary.html,522,5.0,4,98.43415999999999,4.9,98.245612,4.9,0,1,0,1,0,0,0,1,0,0,0,0,0,9,2,7,100,224,58
Budapest Ville Bed & Breakfast,https://www.tripadvisor.com/Hotel_Review-g274887-d7811712-Reviews-Budapest_Ville_Bed_Breakfast-Budapest_Central_Hungary.html,52,4.0,4,84,4.2,90.769234,4.5,0,1,0,0,0,0,0,1,0,1,1,1,0,10,1,9,88,19,14
Kalvin Rooms,https://www.tripadvisor.com/Hotel_Review-g274887-d17461867-Reviews-Kalvin_Rooms-Budapest_Central_Hungary.html,7,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,316,89
Nador Home,https://www.tripadvisor.com/Hotel_Review-g274887-d12162777-Reviews-Nador_Home-Budapest_Central_Hungary.html,28,4.0,4,100,5.0,75,3.8,1,1,0,1,0,0,0,1,0,0,1,0,0,7,0,7,100,302,99
Evergreen Bed and Breakfast Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d1160785-Reviews-Evergreen_Bed_and_Breakfast_Budapest-Budapest_Central_Hungary.html,110,4.5,4,92.5,4.6,90.566034,4.5,1,1,0,0,0,0,0,1,1,1,0,0,0,15,2,13,100,148,39
Retox Party Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2218962-Reviews-Retox_Party_Hostel-Budapest_Central_Hungary.html,750,4.5,4,96.33440999999999,4.8,82.73885999999999,4.1,0,1,0,0,0,0,0,0,0,1,1,0,0,12,0,12,100,300,120
Dunaflat Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d942939-Reviews-Dunaflat_Apartments-Budapest_Central_Hungary.html,329,4.5,4,96.97297,4.8,86.26262600000001,4.3,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,12,100,293,92
Grand Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d2156366-Reviews-Grand_Budapest-Budapest_Central_Hungary.html,"1,750",4.5,4,97.17339600000001,4.9,95.45238400000001,4.8,1,1,1,1,1,0,1,1,0,1,1,1,0,10,0,10,100,284,77
Christina Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d17464487-Reviews-Christina_Residence-Budapest_Central_Hungary.html,11,4.0,4,60,3.0,90,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,100,31,14
Grandio Party Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2218961-Reviews-Grandio_Party_Hostel-Budapest_Central_Hungary.html,588,4.5,4,94.97757999999999,4.7,79.444446,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,100,405,149
Unity Hostel at Udvar(rom),https://www.tripadvisor.com/Hotel_Review-g274887-d9733175-Reviews-Unity_Hostel_at_Udvar_rom-Budapest_Central_Hungary.html,46,3.5,4,85,4.3,52,2.6,0,1,0,0,0,0,1,1,0,1,1,0,1,7,5,2,100,396,150
Central Capital Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1217104-Reviews-Central_Capital_Apartments-Budapest_Central_Hungary.html,26,3.5,4,88,4.4,90,4.5,0,1,0,1,0,0,0,1,0,0,0,0,1,7,4,3,100,504,184
Harmonia Palace,https://www.tripadvisor.com/Hotel_Review-g274887-d9717986-Reviews-Harmonia_Palace-Budapest_Central_Hungary.html,39,4.5,4,100,5.0,90,4.5,0,1,0,1,0,0,0,1,0,0,0,1,1,9,0,9,100,238,53
Jagello Business Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d646464-Reviews-Jagello_Business_Hotel-Budapest_Central_Hungary.html,108,4.0,4,78.490568,3.9,87.924528,4.4,0,1,0,1,1,0,1,1,0,1,1,1,1,15,1,14,62,20,5
Canada Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d2231868-Reviews-Canada_Hotel-Budapest_Central_Hungary.html,130,3.0,4,52.727274,2.6,73.09091,3.7,0,1,0,1,0,0,1,1,0,1,1,1,0,19,4,15,,,
SOUS44,https://www.tripadvisor.com/Hotel_Review-g274887-d11616944-Reviews-SOUS44-Budapest_Central_Hungary.html,110,3.0,4,80,4.0,54.666666,2.7,0,1,0,1,0,0,1,1,0,1,1,1,1,13,9,4,100,221,89
Five Season's Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d15660870-Reviews-Five_Season_s_Apartment-Budapest_Central_Hungary.html,2,5.0,4,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,99,32,20
House Octogon,https://www.tripadvisor.com/Hotel_Review-g274887-d6612614-Reviews-House_Octogon-Budapest_Central_Hungary.html,47,3.5,4,100,5.0,74,3.7,0,1,0,1,1,0,0,1,0,1,0,1,1,8,4,4,100,245,70
A Golden Star Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d12903691-Reviews-A_Golden_Star_Budapest-Budapest_Central_Hungary.html,12,4.5,4,100,5.0,86.66667000000001,4.3,0,1,0,1,0,0,0,1,0,0,1,0,1,11,1,10,100,331,131
Maria Boutique Suites,https://www.tripadvisor.com/Hotel_Review-g274887-d19965759-Reviews-Maria_Boutique_Suites-Budapest_Central_Hungary.html,3,4.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,447,170
Serenity Boutique Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d12952755-Reviews-Serenity_Boutique_Budapest-Budapest_Central_Hungary.html,6,4.0,4,100,5.0,100,5.0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,5,100,170,59
Kalmar Pension,https://www.tripadvisor.com/Hotel_Review-g274887-d288062-Reviews-Kalmar_Pension-Budapest_Central_Hungary.html,68,3.5,4,86.15385,4.3,83.57141999999999,4.2,0,1,0,1,0,0,0,1,0,0,1,1,1,12,1,11,96,30,21
Budapest Center House,https://www.tripadvisor.com/Hotel_Review-g274887-d2252917-Reviews-Budapest_Center_House-Budapest_Central_Hungary.html,4,3.5,4,80,4.0,60,3.0,0,1,0,1,0,0,1,1,0,1,1,0,0,5,4,1,96,42,13
Eitan's Guesthouse,https://www.tripadvisor.com/Hotel_Review-g274887-d1558170-Reviews-Eitan_s_Guesthouse-Budapest_Central_Hungary.html,26,3.5,4,92.30769199999999,4.6,72.307692,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,11,100,220,81
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,262,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Sofitel Budapest Chain Bridge,https://www.tripadvisor.com/Hotel_Review-g274887-d276670-Reviews-Sofitel_Budapest_Chain_Bridge-Budapest_Central_Hungary.html,"6,676",4.5,4,98.41316,4.9,93.33332999999999,4.7,0,1,1,1,1,0,1,1,0,1,1,1,1,17,2,15,100,222,73
Walk Inn Vaci 42,https://www.tripadvisor.com/Hotel_Review-g274887-d15686743-Reviews-Walk_Inn_Vaci_42-Budapest_Central_Hungary.html,3,4.5,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,312,114
K9 Residence,https://www.tripadvisor.com/Hotel_Review-g274887-d2196927-Reviews-K9_Residence-Budapest_Central_Hungary.html,794,4.5,4,96.633,4.8,89.023572,4.5,0,1,0,1,0,0,1,1,0,1,0,1,0,11,1,10,100,473,191
Piano Castle Hill,https://www.tripadvisor.com/Hotel_Review-g274887-d3800590-Reviews-Piano_Castle_Hill-Budapest_Central_Hungary.html,403,4.5,4,94.351148,4.7,88.15384800000001,4.4,0,1,0,1,0,0,0,1,1,1,0,0,0,17,4,13,100,77,52
Grand Budapest Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d6649101-Reviews-Grand_Budapest_Apartments-Budapest_Central_Hungary.html,162,4.5,4,91.42858000000001,4.6,84.10256000000001,4.2,1,1,0,1,0,0,0,0,0,0,0,0,0,9,1,8,100,255,100
Budapest GuestRooms,https://www.tripadvisor.com/Hotel_Review-g274887-d1740520-Reviews-Budapest_GuestRooms-Budapest_Central_Hungary.html,187,5.0,4,90.90908999999999,4.5,97.3913,4.9,1,1,0,1,0,0,0,1,0,1,1,1,0,18,0,18,100,184,72
George Residence All Suite Hotel De Luxe,https://www.tripadvisor.com/Hotel_Review-g274887-d653301-Reviews-St_George_Residence_All_Suite_Hotel_De_Luxe-Budapest_Central_Hungary.html,571,4.5,4,94.55696,4.7,95.25,4.8,0,1,0,1,1,0,0,1,0,0,1,1,1,7,0,7,100,73,59
Ave Natura Camping Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d4266568-Reviews-Ave_Natura_Camping_Budapest-Budapest_Central_Hungary.html,136,4.5,4,87.42857000000001,4.4,87.5,4.4,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,14,,,
"K33- Quality Apartments, Best Location, by BQA",https://www.tripadvisor.com/Hotel_Review-g274887-d23315444-Reviews-K33_Quality_Apartments_Best_Location_by_BQA-Budapest_Central_Hungary.html,1,4.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,351,119
Budapest Holidays Apartments & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d9461481-Reviews-Budapest_Holidays_Apartments_Spa-Budapest_Central_Hungary.html,61,3.5,4,80,4.0,68.88888800000001,3.4,0,1,0,1,0,0,0,0,0,0,0,0,0,12,5,7,100,387,163
The Living Quarters,https://www.tripadvisor.com/Hotel_Review-g274887-d8024523-Reviews-The_Living_Quarters-Budapest_Central_Hungary.html,124,5.0,4,92.4138,4.6,94.838706,4.7,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,12,100,493,164
Connection Guesthouse,https://www.tripadvisor.com/Hotel_Review-g274887-d610485-Reviews-Connection_Guesthouse-Budapest_Central_Hungary.html,173,4.5,4,95.698928,4.8,93.2,4.7,1,1,0,1,1,0,1,1,0,1,1,1,1,9,2,7,100,482,186
Unity Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d626240-Reviews-Unity_Hostel-Budapest_Central_Hungary.html,126,4.0,4,91.42858000000001,4.6,76.862746,3.8,0,1,0,0,0,0,1,1,0,1,0,1,1,11,4,7,100,339,119
The Loft Hostel Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d1202198-Reviews-The_Loft_Hostel_Budapest-Budapest_Central_Hungary.html,151,5.0,4,95.90908999999999,4.8,91.3924,4.6,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,12,100,295,95
Koleves,https://www.tripadvisor.com/Hotel_Review-g274887-d7716381-Reviews-Koleves-Budapest_Central_Hungary.html,62,4.5,4,95,4.8,91.111106,4.6,0,1,0,1,0,0,0,1,0,0,1,0,1,16,3,13,100,519,202
Brill Budapest Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15641218-Reviews-Brill_Budapest_Apartments-Budapest_Central_Hungary.html,31,4.5,4,100,5.0,80,4.0,0,1,0,1,0,0,0,1,0,0,0,0,0,12,0,12,100,417,148
Aventura Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d626296-Reviews-Aventura_Apartments_Budapest-Budapest_Central_Hungary.html,243,4.5,4,91.2963,4.6,90.09174,4.5,0,0,0,0,0,1,0,0,1,0,0,0,0,14,1,13,100,133,40
Gellert Budapest Suites,https://www.tripadvisor.com/Hotel_Review-g274887-d23310521-Reviews-Gellert_Budapest_Suites-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,100,51,24
Irisz Panzio,https://www.tripadvisor.com/Hotel_Review-g274887-d1557172-Reviews-Irisz_Panzio-Budapest_Central_Hungary.html,8,3.5,4,65,3.3,63.333334,3.2,0,1,0,0,0,0,1,0,0,0,0,0,0,14,1,13,44,10,2
Paprika Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d1186292-Reviews-Paprika_Apartment-Budapest_Central_Hungary.html,93,5.0,4,100,5.0,97.87234,4.9,1,1,0,1,0,0,0,1,0,0,0,1,0,10,0,10,100,465,185
Studio 4U Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d8152134-Reviews-Studio_4U_Apartment-Budapest_Central_Hungary.html,27,4.5,4,100,5.0,85,4.3,0,1,0,1,0,0,0,1,0,0,0,0,0,13,0,13,100,411,182
InnerCity Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1736316-Reviews-InnerCity_Apartments-Budapest_Central_Hungary.html,138,4.5,4,96.385546,4.8,93.012046,4.7,0,1,0,1,0,0,0,1,0,0,0,0,0,11,0,11,100,493,204
Avantgarde Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d8287694-Reviews-Avantgarde_Apartments-Budapest_Central_Hungary.html,418,4.0,4,91.03448,4.6,86.25,4.3,0,1,0,1,0,0,1,1,1,0,0,0,0,16,1,15,100,465,170
Garibaldi 5 Apartments & Rooms,https://www.tripadvisor.com/Hotel_Review-g274887-d17482500-Reviews-Garibaldi_5_Apartments_Rooms-Budapest_Central_Hungary.html,6,3.5,4,60,3.0,60,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,126,50
K51 Apartment Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d17018361-Reviews-K51_Apartment_Budapest-Budapest_Central_Hungary.html,3,3.5,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,426,148
Ejjeli Bagoly Etterem es Panzio,https://www.tripadvisor.com/Hotel_Review-g274887-d22043893-Reviews-Ejjeli_Bagoly_Etterem_es_Panzio-Budapest_Central_Hungary.html,2,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,45,11,5
Claudia Rooms & Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d2098211-Reviews-Claudia_Rooms_Apartments-Budapest_Central_Hungary.html,115,4.5,4,96.046514,4.8,88.86364,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,12,100,474,176
Residence Parliament,https://www.tripadvisor.com/Hotel_Review-g274887-d7735744-Reviews-Residence_Parliament-Budapest_Central_Hungary.html,13,4.0,4,88,4.4,90,4.5,0,1,0,1,1,0,0,1,0,0,1,1,0,5,0,5,100,192,66
Imre Guest House,https://www.tripadvisor.com/Hotel_Review-g274887-d9772157-Reviews-Imre_Guest_House-Budapest_Central_Hungary.html,26,4.0,4,92,4.6,100,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,7,100,203,43
Central Market Hall Zen Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d19906350-Reviews-Central_Market_Hall_Zen_Hostel-Budapest_Central_Hungary.html,1,4.0,4,100,5.0,100,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,278,65
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,262,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Budapest City Central,https://www.tripadvisor.com/Hotel_Review-g274887-d1056458-Reviews-Budapest_City_Central-Budapest_Central_Hungary.html,492,4.5,4,95.30158999999999,4.8,89.968052,4.5,0,1,0,1,0,0,0,1,0,0,0,0,0,13,6,7,100,437,162
Residence Baron,https://www.tripadvisor.com/Hotel_Review-g274887-d2354528-Reviews-Residence_Baron-Budapest_Central_Hungary.html,866,4.5,4,95.59523999999999,4.8,91.051054,4.6,0,1,0,1,1,0,1,1,0,1,1,1,0,12,1,11,100,261,62
Westend Hotel Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d279040-Reviews-Westend_Hotel_Budapest-Budapest_Central_Hungary.html,"2,550",4.0,4,85.6038,4.3,89.58028,4.5,0,0,1,1,1,0,1,1,0,1,1,1,0,16,2,14,100,98,28
"Lanchid 19, Budapest",https://www.tripadvisor.com/Hotel_Review-g274887-d656623-Reviews-Lanchid_19_Budapest-Budapest_Central_Hungary.html,889,4.0,4,93.28606,4.7,89.043474,4.5,1,1,0,1,1,0,1,1,0,1,1,1,0,11,0,11,98,41,48
Penthouse Privates,https://www.tripadvisor.com/Hotel_Review-g274887-d3869535-Reviews-Penthouse_Privates-Budapest_Central_Hungary.html,144,5.0,4,98.18182,4.9,96.11940000000001,4.8,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,5,100,362,123
Green Dream Apartment,https://www.tripadvisor.com/Hotel_Review-g274887-d1390634-Reviews-Green_Dream_Apartment-Budapest_Central_Hungary.html,233,4.5,4,95.25252,4.8,96.78049,4.8,1,1,0,0,0,0,0,1,0,0,0,0,1,15,0,15,100,118,36
Belvedere Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d1140601-Reviews-Belvedere_Hotel-Budapest_Central_Hungary.html,498,4.0,4,80.90164,4.0,84.81927999999999,4.2,0,1,0,1,1,0,1,1,0,1,0,1,0,25,3,22,85,46,15
Budapest Budget Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1966832-Reviews-Budapest_Budget_Hostel-Budapest_Central_Hungary.html,294,4.5,4,78.018016,3.9,83.57141999999999,4.2,0,1,0,0,0,0,1,1,0,1,0,1,1,20,0,20,90,61,8
Park Residence Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d6468732-Reviews-Park_Residence_Budapest-Budapest_Central_Hungary.html,644,4.0,4,93.71428399999999,4.7,83.21168,4.2,0,1,0,1,0,0,0,1,0,0,0,0,0,14,0,14,100,451,154
Marco Polo Top Ho(s)tel,https://www.tripadvisor.com/Hotel_Review-g274887-d276386-Reviews-Marco_Polo_Top_Ho_s_tel-Budapest_Central_Hungary.html,655,4.0,4,90.14006,4.5,77.75999999999999,3.9,1,0,0,0,0,0,1,1,0,1,0,1,0,12,0,12,100,348,140
CorvinLux Aparthotel,https://www.tripadvisor.com/Hotel_Review-g274887-d2248897-Reviews-CorvinLux_Aparthotel-Budapest_Central_Hungary.html,157,4.5,4,92.2353,4.6,93.26087,4.7,0,1,0,1,0,0,0,1,0,0,0,0,0,13,2,11,91,65,19
Szonyi Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d286529-Reviews-Szonyi_Hotel-Budapest_Central_Hungary.html,107,4.5,4,72.666668,3.6,92.72727,4.6,0,1,1,1,1,0,1,1,0,1,1,1,1,29,1,28,44,15,6
Trendy Budapest B&B Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d3162558-Reviews-Trendy_Budapest_B_B_Hostel-Budapest_Central_Hungary.html,145,5.0,4,99.21875,5.0,95.64515999999999,4.8,0,1,0,0,0,0,0,1,0,0,0,0,1,12,2,10,100,301,83
Corvin Holiday Apartment Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d10818370-Reviews-Corvin_Holiday_Apartment_Hotel-Budapest_Central_Hungary.html,8,4.0,4,80,4.0,86.66667000000001,4.3,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,2,86,49,14
Hotel Sunshine,https://www.tripadvisor.com/Hotel_Review-g274887-d3317617-Reviews-Hotel_Sunshine-Budapest_Central_Hungary.html,304,4.0,4,79.122806,4.0,90.3125,4.5,0,1,0,1,1,0,1,1,1,1,1,1,0,15,1,14,56,21,1
ZOOM Budapest Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d10078595-Reviews-ZOOM_Budapest_Apartments-Budapest_Central_Hungary.html,29,4.5,4,100,5.0,100,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,100,451,163
Pal's Mini Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d15363858-Reviews-Pal_s_Mini_Hostel-Budapest_Central_Hungary.html,5,4.0,4,100,5.0,100,5.0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,100,271,88
Budapestay Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d5939580-Reviews-Budapestay_Apartments-Budapest_Central_Hungary.html,164,4.5,4,97.40740799999999,4.9,90.71427999999999,4.5,0,1,0,0,0,0,0,1,1,1,0,0,0,16,1,15,100,325,119
Park & Art Mini Boutique Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d17537967-Reviews-Park_Art_Mini_Boutique_Hotel-Budapest_Central_Hungary.html,3,4.5,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87,15,8
Danube Guest House,https://www.tripadvisor.com/Hotel_Review-g274887-d1110103-Reviews-Danube_Guest_House-Budapest_Central_Hungary.html,197,4.5,4,97.245512,4.9,96.502734,4.8,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,9,100,392,149
Jewelry Box The Buda Castle Under,https://www.tripadvisor.com/Hotel_Review-g274887-d16719183-Reviews-Jewelry_Box_The_Buda_Castle_Under-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,67,76
Vaci Street Downtown Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d15885954-Reviews-Vaci_Street_Downtown_Apartments-Budapest_Central_Hungary.html,1,5.0,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,279,95
The Groove,https://www.tripadvisor.com/Hotel_Review-g274887-d1203637-Reviews-The_Groove-Budapest_Central_Hungary.html,136,4.5,4,94.571428,4.7,91.142854,4.6,0,1,0,0,0,0,0,1,0,1,0,0,0,16,0,16,100,149,39
Firstapartments Inn City Center,https://www.tripadvisor.com/Hotel_Review-g274887-d1185721-Reviews-Firstapartments_Inn_City_Center-Budapest_Central_Hungary.html,36,4.5,4,93.04347999999999,4.7,91,4.5,0,1,0,1,0,0,0,1,0,0,0,1,1,13,1,12,100,181,70
Focus Point Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d8562233-Reviews-Focus_Point_Apartments-Budapest_Central_Hungary.html,64,4.5,4,92.94117999999999,4.6,93.75,4.7,0,1,0,1,0,0,0,1,0,0,0,1,1,17,1,16,100,377,146
Burg Hotel,https://www.tripadvisor.com/Hotel_Review-g274887-d288075-Reviews-Burg_Hotel-Budapest_Central_Hungary.html,389,4.0,4,95.5122,4.8,84.71615999999999,4.2,1,1,0,1,0,0,1,1,0,1,0,1,1,13,2,11,100,67,76
0 Basilica,https://www.tripadvisor.com/Hotel_Review-g274887-d4770373-Reviews-Adagio_Hostel_2_0_Basilica-Budapest_Central_Hungary.html,267,4.0,4,97.57576,4.9,72.63158,3.6,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,2,100,439,145
Riverside City,https://www.tripadvisor.com/Hotel_Review-g274887-d15646425-Reviews-Riverside_City-Budapest_Central_Hungary.html,6,3.5,4,80,4.0,60,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,100,194,58
Pension B&B Ida,https://www.tripadvisor.com/Hotel_Review-g274887-d1928487-Reviews-Pension_B_B_Ida-Budapest_Central_Hungary.html,3,4.5,4,93.33332999999999,4.7,100,5.0,0,1,0,1,0,0,0,1,0,0,1,0,0,6,0,6,40,14,5
Hotel Walzer,https://www.tripadvisor.com/Hotel_Review-g274887-d655288-Reviews-Hotel_Walzer-Budapest_Central_Hungary.html,48,3.0,4,67,3.4,62.857139999999994,3.1,0,1,0,0,0,0,1,1,0,0,0,1,1,18,4,14,47,24,7
Kozmo Hotel Suites & Spa,https://www.tripadvisor.com/Hotel_Review-g274887-d19938265-Reviews-Kozmo_Hotel_Suites_Spa-Budapest_Central_Hungary.html,262,5.0,4,96.2963,4.8,99.13043,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,91,62,19
Colours Apartments Budapest,https://www.tripadvisor.com/Hotel_Review-g274887-d7609640-Reviews-Colours_Apartments_Budapest-Budapest_Central_Hungary.html,96,4.5,4,96.84210800000001,4.8,96,4.8,0,1,0,1,0,0,0,1,0,0,0,0,0,8,1,7,100,465,169
BPHome Apartments,https://www.tripadvisor.com/Hotel_Review-g274887-d1546074-Reviews-BPHome_Apartments-Budapest_Central_Hungary.html,129,4.5,4,95.63636799999999,4.8,88.23529199999999,4.4,0,1,1,1,0,0,0,1,0,0,0,0,1,6,0,6,100,256,89
Bazar Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d2515389-Reviews-Bazar_Hostel-Budapest_Central_Hungary.html,203,4.5,4,94.62963200000002,4.7,84.22018,4.2,0,1,0,1,0,0,1,1,0,1,0,0,0,10,1,9,100,382,146
Club Apartments & Rooms,https://www.tripadvisor.com/Hotel_Review-g274887-d1114324-Reviews-Club_Apartments_Rooms-Budapest_Central_Hungary.html,223,4.5,4,95.974846,4.8,89.316768,4.5,0,1,0,1,0,0,0,1,0,1,0,0,1,9,0,9,100,311,109
Zugligeti Niche Camping,https://www.tripadvisor.com/Hotel_Review-g274887-d1726344-Reviews-Zugligeti_Niche_Camping-Budapest_Central_Hungary.html,178,4.5,4,88.493146,4.4,86.93334,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,,,
Casa De La Musica Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1483298-Reviews-Casa_De_La_Musica_Hostel-Budapest_Central_Hungary.html,291,4.0,4,87.10526,4.4,82.58063999999999,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,17,100,188,71
Big Fish Budapest Hostel,https://www.tripadvisor.com/Hotel_Review-g274887-d1202219-Reviews-Big_Fish_Budapest_Hostel-Budapest_Central_Hungary.html,123,4.5,4,91.72414,4.6,90.625,4.5,0,1,0,0,0,0,1,1,0,0,0,0,0,13,1,12,100,272,92
