Number of reviews,Tripadvisor rating,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
905,4.5,82.74428,4.1,89.53347199999997,4.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,14.0,100.0,167.0,26.0
991,4.5,94.39252,4.7,91.648826,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,8.0,100.0,301.0,143.0
690,4.0,91.661968,4.6,86.07242600000001,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,13.0,100.0,290.0,78.0
540,4.5,93.888894,4.7,95.161294,4.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,1.0,14.0,100.0,215.0,25.0
"1,273",4.0,93.16294,4.7,83.40943399999999,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,2.0,18.0,100.0,321.0,151.0
193,4.5,96.66667,4.8,89.74358600000002,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,6.0,100.0,433.0,181.0
405,4.5,97.427388,4.9,89.725494,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,18.0,1.0,17.0,100.0,466.0,180.0
525,4.5,97.95455,4.9,96.487256,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,7.0,100.0,94.0,83.0
109,4.5,97.83784,4.9,97.2973,4.9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,3.0,7.0,100.0,252.0,65.0
"1,149",4.0,96.125508,4.8,84.429532,4.2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,634.0,134.0
"1,747",5.0,95.39551999999999,4.8,96.270028,4.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,11.0,100.0,276.0,31.0
"1,247",4.5,96.1079,4.8,92.430554,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,100.0,138.0,40.0
"1,879",4.5,91.466866,4.6,92.697506,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,10.0,100.0,302.0,62.0
"1,370",4.5,95.08269399999999,4.8,93.50332,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,1.0,14.0,100.0,76.0,89.0
"2,450",4.5,97.85234,4.9,90.54142,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,0.0,17.0,100.0,229.0,142.0
111,5.0,97.5,4.9,98.57142,4.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,15.0,100.0,525.0,62.0
"2,165",4.5,95.961074,4.8,95.14548,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,8.0,100.0,310.0,138.0
504,4.5,97.45902,4.9,95.31746,4.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,624.0,133.0
"1,033",4.5,97.3955,4.9,90.46729,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,500.0,187.0
587,4.5,94.21875,4.7,92.54613,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,17.0,100.0,416.0,67.0
569,4.5,94.73214,4.7,92.43902,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,3.0,8.0,100.0,392.0,103.0
318,4.5,97.51411999999999,4.9,97.55814,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,100.0,432.0,109.0
"1,170",5.0,91.91489200000001,4.6,97.16418000000002,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,9.0,100.0,330.0,82.0
382,4.5,99.13043,5.0,98.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,100.0,231.0,33.0
"3,123",4.5,95.706214,4.8,93.95683199999999,4.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,147.0,59.0
932,4.0,90.62971999999999,4.5,86.01010000000002,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,570.0,90.0
"1,049",4.5,98.096886,4.9,92.1875,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,3.0,4.0,100.0,368.0,140.0
546,4.0,92.65625,4.6,79.3985,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,9.0,100.0,229.0,22.0
"1,151",5.0,96.9863,4.8,99.41463399999999,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,0.0,23.0,100.0,278.0,89.0
"1,886",4.5,89.269666,4.5,94.14908,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,0.0,18.0,100.0,536.0,57.0
376,4.5,96.69724,4.8,96.7033,4.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,13.0,100.0,242.0,40.0
"1,080",4.5,96.5607,4.8,97.580872,4.9,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,100.0,242.0,94.0
926,4.5,97.31092,4.9,96.033992,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,3.0,11.0,100.0,450.0,169.0
887,4.0,90.0,4.5,89.2,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,5.0,12.0,100.0,194.0,19.0
632,4.5,97.9375,4.9,94.97041999999999,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,100.0,367.0,167.0
"1,827",4.5,92.170754,4.6,96.669654,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,100.0,261.0,27.0
"1,148",4.0,87.031508,4.4,81.922426,4.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,100.0,297.0,90.0
898,4.5,94.53083000000001,4.7,89.88345199999998,4.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,4.0,9.0,100.0,128.0,22.0
242,4.0,93.84615,4.7,86.769228,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0,1.0,13.0,100.0,188.0,57.0
236,4.5,97.435894,4.9,97.5,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,2.0,100.0,391.0,75.0
695,4.0,96.48648,4.8,89.15032,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,6.0,100.0,351.0,72.0
"1,541",4.5,97.266006,4.9,92.07898,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,12.0,100.0,457.0,153.0
"1,522",4.0,92.1729,4.6,81.316968,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,6.0,100.0,369.0,126.0
413,4.0,95.621892,4.8,86.37168000000001,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,5.0,100.0,247.0,33.0
556,5.0,97.77778,4.9,98.87324,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,3.0,6.0,100.0,365.0,74.0
153,4.5,100.0,5.0,100.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,2.0,13.0,100.0,305.0,89.0
283,4.0,73.77049000000002,3.7,88.07692599999999,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,12.0,100.0,118.0,10.0
"1,553",4.5,90.56434,4.5,93.45212,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,100.0,198.0,37.0
"1,351",4.5,96.49681,4.8,96.08974,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,2.0,11.0,100.0,130.0,40.0
"2,236",4.5,95.428,4.8,93.881646,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,100.0,373.0,56.0
"1,032",4.5,97.87056,4.9,93.264884,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,2.0,5.0,100.0,229.0,30.0
"1,146",4.0,95.511112,4.8,85.50789999999998,4.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,100.0,521.0,194.0
"1,312",4.5,98.22358,4.9,95.73446,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,100.0,444.0,173.0
232,4.5,89.0,4.5,94.14634000000001,4.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,4.0,11.0,100.0,101.0,6.0
924,4.5,98.42105,4.9,91.73585,4.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,2.0,14.0,100.0,421.0,180.0
175,5.0,100.0,5.0,100.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,270.0,37.0
"1,221",4.5,90.06060599999998,4.5,89.56522,4.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,100.0,378.0,94.0
924,4.5,93.169012,4.7,94.29071400000001,4.7,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,1.0,12.0,100.0,109.0,30.0
"1,225",5.0,97.69504,4.9,98.11448,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,7.0,100.0,163.0,118.0
406,4.0,90.0,4.5,87.22222000000002,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,100.0,275.0,77.0
884,4.5,87.6748,4.4,91.42389200000001,4.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,5.0,100.0,147.0,35.0
374,4.0,87.65026999999999,4.4,86.70050599999998,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,100.0,166.0,8.0
"1,085",4.0,83.11828,4.2,79.018088,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,7.0,100.0,459.0,133.0
"1,578",4.0,92.90963199999999,4.6,87.50479999999997,4.4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,15.0,100.0,424.0,80.0
798,4.0,84.14096799999999,4.2,88.227568,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,1.0,16.0,100.0,438.0,127.0
"1,439",4.5,93.68254,4.7,94.2813,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,144.0,124.0
"1,404",4.5,93.10638,4.7,95.83514,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,100.0,636.0,127.0
"3,351",4.5,89.77806,4.5,95.0,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,2.0,17.0,100.0,388.0,115.0
639,4.5,95.819206,4.8,85.95506,4.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,21.0,100.0,514.0,123.0
553,4.5,95.92592,4.8,95.63218,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,8.0,100.0,116.0,18.0
847,4.5,91.130952,4.6,89.60893999999998,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,15.0,100.0,197.0,90.0
"2,095",4.5,95.684804,4.8,95.20446,4.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,0.0,14.0,100.0,417.0,148.0
"1,338",4.5,94.65174,4.7,93.26992,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,7.0,100.0,201.0,43.0
820,4.0,94.56648,4.7,89.60893999999998,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,9.0,100.0,557.0,133.0
562,4.5,98.04348,4.9,96.880732,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,302.0,161.0
"1,632",4.0,92.06767,4.6,81.41413999999997,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,16.0,5.0,11.0,100.0,604.0,103.0
886,4.5,85.72368600000001,4.3,96.06558000000001,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,8.0,100.0,590.0,104.0
152,4.5,87.5,4.4,90.0,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,18.0,100.0,163.0,29.0
"1,134",4.0,88.41004000000001,4.4,85.76841999999998,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,2.0,19.0,100.0,537.0,67.0
336,4.0,92.07921,4.6,83.92344,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,3.0,13.0,100.0,123.0,91.0
"1,159",4.0,94.31034,4.7,84.72222000000002,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,2.0,13.0,100.0,395.0,132.0
"1,149",5.0,90.776252,4.5,95.87444,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,100.0,393.0,45.0
477,4.5,91.826086,4.6,96.126128,4.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,6.0,100.0,345.0,101.0
682,4.5,94.777774,4.7,95.82278,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,5.0,10.0,100.0,60.0,39.0
573,4.0,96.71958,4.8,82.4,4.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,100.0,427.0,181.0
"1,179",4.0,89.84127000000002,4.5,87.14004,4.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,2.0,100.0,276.0,57.0
763,4.5,83.94594000000001,4.2,92.43108000000001,4.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,7.0,100.0,211.0,43.0
548,4.5,88.99654,4.4,91.18644,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,3.0,4.0,100.0,351.0,67.0
580,4.5,95.4878,4.8,96.27906800000001,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,3.0,11.0,100.0,125.0,38.0
"1,098",4.5,95.1693,4.8,85.4185,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,459.0,99.0
458,4.0,76.57754,3.8,87.684212,4.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,5.0,10.0,100.0,137.0,14.0
320,4.0,85.21739000000001,4.3,88.92858000000003,4.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16.0,5.0,11.0,100.0,348.0,65.0
"1,525",4.5,87.29498000000001,4.4,92.036,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,0.0,16.0,100.0,154.0,8.0
782,4.5,91.27168,4.6,90.55409399999999,4.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,3.0,14.0,100.0,447.0,80.0
"1,285",4.0,87.12468,4.4,79.95098,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,3.0,9.0,100.0,230.0,120.0
490,4.0,93.93441999999999,4.7,80.43165200000001,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,100.0,523.0,181.0
"1,036",4.5,91.77258,4.6,87.55699999999999,4.4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13.0,0.0,13.0,100.0,644.0,110.0
875,4.5,95.33742,4.8,93.29074,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,0.0,16.0,100.0,132.0,41.0
"1,345",4.5,97.479268,4.9,94.743804,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,11.0,100.0,390.0,177.0
149,4.5,92.307692,4.6,91.57895,4.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,3.0,8.0,100.0,152.0,7.0
873,4.0,91.51515,4.6,76.696166,3.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,9.0,100.0,602.0,128.0
743,4.5,94.33525999999999,4.7,93.714284,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,473.0,82.0
544,4.5,94.11765,4.7,95.05618,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,2.0,100.0,283.0,44.0
"1,141",4.5,98.25926,4.9,95.49488000000001,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,9.0,100.0,336.0,139.0
867,4.0,92.48,4.6,87.97814000000002,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,122.0,16.0
"1,320",4.5,94.684934,4.7,95.71226999999999,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,12.0,100.0,326.0,100.0
329,4.5,94.73684,4.7,91.923074,4.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,2.0,7.0,100.0,330.0,60.0
342,4.5,93.66666800000002,4.7,90.9,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,100.0,318.0,71.0
88,5.0,93.33333,4.7,87.05882000000003,4.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,2.0,12.0,100.0,400.0,116.0
717,4.5,96.473828,4.8,91.91588,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,2.0,18.0,100.0,408.0,148.0
513,4.0,93.45454,4.7,84.315072,4.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,2.0,20.0,100.0,429.0,98.0
"1,380",4.5,98.253966,4.9,94.41801999999998,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,1.0,18.0,100.0,415.0,184.0
"1,091",4.5,96.19632,4.8,92.342854,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,161.0,73.0
"1,176",4.5,91.66667,4.6,95.91398000000001,4.8,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,2.0,13.0,100.0,366.0,75.0
"1,112",4.5,98.497648,4.9,95.980626,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,100.0,206.0,59.0
"1,593",4.5,97.70401,4.9,93.84615,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,20.0,4.0,16.0,100.0,450.0,175.0
587,4.0,95.71428,4.8,91.3253,4.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,2.0,11.0,100.0,252.0,27.0
176,5.0,96.12904,4.8,100.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,12.0,100.0,396.0,122.0
298,5.0,98.360652,4.9,98.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,100.0,299.0,75.0
914,4.5,90.90278,4.5,96.166134,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,100.0,248.0,57.0
541,4.5,94.196892,4.7,94.975366,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,6.0,100.0,341.0,63.0
"1,200",4.5,90.68548,4.5,95.99206,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,545.0,104.0
490,4.5,97.619048,4.9,91.21661999999999,4.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,9.0,100.0,539.0,132.0
756,4.5,97.11538,4.9,88.4,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,346.0,161.0
234,4.0,95.238094,4.8,88.29268,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,100.0,300.0,157.0
880,4.0,88.481674,4.4,82.99516600000003,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0,100.0,136.0,43.0
568,4.5,96.62921,4.8,90.1083,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,4.0,9.0,100.0,287.0,142.0
477,4.0,87.5502,4.4,87.401572,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,488.0,56.0
212,4.5,82.28572,4.1,94.54545,4.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,6.0,100.0,177.0,18.0
401,4.0,88.35293999999998,4.4,83.473052,4.2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,16.0,100.0,255.0,19.0
563,4.5,94.711246,4.7,93.01136,4.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,170.0,35.0
295,4.5,88.63013199999997,4.4,98.01418000000001,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,100.0,159.0,29.0
506,4.0,96.161614,4.8,82.75862000000002,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,4.0,9.0,100.0,369.0,146.0
688,5.0,93.131866,4.7,97.35632,4.9,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,100.0,613.0,112.0
